Fecha,Codigo habilitaci¢n,NOMBRE SEDE PRESTADOR,Localidad,Upz,"Numerador
Camas ocupadas covid -19 confirmados y probables","Denominador
(camas asignadas atenci¢n covid-19)",%Ocupaci¢n covid 19
5/6/2020,110013502501,CL?NICA NUEVA EL LAGO S.A.S - SEDE CALLE 76,CHAPINERO,CHIC? LAGO,6,6,100.0%
5/6/2020,110010918630,CL?NICA UNIVERSITARIA COLOMBIA,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,6,23,26.1%
5/6/2020,110011613301,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,BARRIOS UNIDOS,DOCE DE OCTUBRE,4,8,50.0%
5/6/2020,110013029625,Unidad de Servicios de Salud Fontib¢n,FONTIB?N,FONTIB?N,6,6,100.0%
5/6/2020,110010817103,CL?NICA COLSUBSIDIO CIUDAD ROMA,KENNEDY,KENNEDY CENTRAL,9,15,60.0%
5/6/2020,110012215001,CL?NICA MEDICAL S.A.S. PROINFO,KENNEDY,KENNEDY CENTRAL,0,32,0.0%
5/6/2020,110010644701,FUNDACI?N ABOOD SHAIO,SUBA,LA FLORESTA,4,20,20.0%
5/6/2020,110011864201,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,LOS M?RTIRES,LA SABANA,5,17,29.4%
5/6/2020,110012688701,NATIONAL CLINICS CENTENARIO SAS,LOS M?RTIRES,LA SABANA,10,20,50.0%
5/6/2020,110010867901,SOCIEDAD DE CIRUG?A DE BOGOT? - HOSPITAL DE SAN JOSê,LOS M?RTIRES,LA SABANA,4,9,44.4%
5/6/2020,110013029101,UNIDAD DE SERVICIOS DE SALUD SIM?N BOL?VAR,USAQUêN,LA URIBE,5,47,10.6%
5/6/2020,110010817160,COLSUBSIDIO CL?NICA 94,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
5/6/2020,110012084003,MIOCARDIO S.A.S CASTELLANA,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
5/6/2020,110013028902,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,SAN CRIST?BAL,LOS LIBERTADORES,2,6,33.3%
5/6/2020,110011693801,HOSPITAL MILITAR CENTRAL,CHAPINERO,PARDO RUBIO,4,28,14.3%
5/6/2020,110012311801,HOSPITAL CENTRAL POLIC?A NACIONAL,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,0,4,0.0%
5/6/2020,110012760501,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,2,32,6.3%
5/6/2020,110013028901,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,ANTONIO NARI•O,RESTREPO,13,38,34.2%
5/6/2020,110010413101,FUNDACI?N HOSPITAL SAN CARLOS,RAFAEL URIBE URIBE,SAN JOSê,22,32,68.8%
5/6/2020,110013187101,CL?NICA SANTA TERESITA DE NORMAND?A,ENGATIV?,SANTA CECILIA,0,0,Sin Asignaci¢n
5/6/2020,110010566801,HOSPITAL UNIVERSITARIO CL?NICA SAN RAFAEL,SAN CRIST?BAL,SOSIEGO,10,20,50.0%
5/6/2020,110010895201,CL?NICA PALERMO,TEUSAQUILLO,TEUSAQUILLO,2,16,12.5%
5/6/2020,110013029601,Unidad de Servicios de Salud Occidente de Kennedy,KENNEDY,TIMIZA,8,9,88.9%
5/6/2020,110010911101,FUNDACI?N CARDIO INFANTIL INSTITUTO DE CARDIOLOG?A,USAQUêN,TOBER?N,15,26,57.7%
5/6/2020,110010910401,CL?NICA JUAN N CORPAS LTDA,SUBA,UPZ ZONA NORTE,2,15,13.3%
5/6/2020,110010561801,FUNDACI?N SANTA FE DE BOGOT?,USAQUêN,USAQUêN,0,16,0.0%
5/6/2020,110013390301,LOSCOBOS MEDICAL CENTER SAS - LOSCOBOS,USAQUêN,USAQUêN,1,12,8.3%
5/6/2020,110013029401,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,TUNJUELITO,VENECIA,14,26,53.8%
5/7/2020,110010966601,CL?NICA DEL OCCIDENTE S.A.,KENNEDY,AMêRICAS,16,20,80.0%
5/7/2020,110010822203,EUSALUD CL?NICA DE TRAUMATOLOG?A Y ORTOPEDIA,KENNEDY,AMêRICAS,4,4,100.0%
5/7/2020,110010918668,CL?NICA INFANTIL SANTA MAR?A DEL LAGO,ENGATIV?,BOYAC? REAL,5,9,55.6%
5/7/2020,110012507001,ADMINISTRADORA CL?NICA LA COLINA SAS,SUBA,CASA BLANCA SUBA,3,9,33.3%
5/7/2020,110010936101,CL?NICA DE MARLY,CHAPINERO,CHAPINERO,0,5,0.0%
5/7/2020,110010817102,CL?NICA INFANTIL COLSUBSIDIO,CHAPINERO,CHAPINERO,0,0,Sin Asignaci¢n
5/7/2020,110010945601,HOSPITAL UNIVERSITARIO SAN IGNACIO,CHAPINERO,CHAPINERO,3,8,37.5%
5/7/2020,110010817151,CL?NICA COLSUBSIDIO CALLE 100,CHAPINERO,CHIC? LAGO,3,11,27.3%
5/7/2020,110010793901,CL?NICA DE LA MUJER,CHAPINERO,CHIC? LAGO,0,0,Sin Asignaci¢n
5/7/2020,110010959901,CL?NICA DEL COUNTRY IPS,CHAPINERO,CHIC? LAGO,5,19,26.3%
5/7/2020,110012529701,CL?NICA LOS NOGALES SAS,CHAPINERO,CHIC? LAGO,5,10,50.0%
5/7/2020,110013502501,CL?NICA NUEVA EL LAGO S.A.S - SEDE CALLE 76,CHAPINERO,CHIC? LAGO,8,8,100.0%
5/7/2020,110010559735,Centro de Atenci¢n en Salud Cafam Cl°nica Calle 93,CHAPINERO,CHIC? LAGO,4,11,36.4%
5/7/2020,110012337101,CL?NICA VIP CENTRO DE MEDICINA INTERNACIONAL,CHAPINERO,CHIC? LAGO,0,0,Sin Asignaci¢n
5/7/2020,110010918630,CL?NICA UNIVERSITARIA COLOMBIA,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,6,23,26.1%
5/7/2020,110010918608,CL?NICA REINA SOFIA,USAQUêN,COUNTRY CLUB,0,0,Sin Asignaci¢n
5/7/2020,110011613301,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,BARRIOS UNIDOS,DOCE DE OCTUBRE,5,8,62.5%
5/7/2020,110013029625,Unidad de Servicios de Salud Fontib¢n,FONTIB?N,FONTIB?N,4,6,66.7%
5/7/2020,110010817103,CL?NICA COLSUBSIDIO CIUDAD ROMA,KENNEDY,KENNEDY CENTRAL,9,15,60.0%
5/7/2020,110012215001,CL?NICA MEDICAL S.A.S. PROINFO,KENNEDY,KENNEDY CENTRAL,2,8,25.0%
5/7/2020,110010825801,INSTITUTO DE ORTOPEDIA INFANTIL ROOSEVELT,LA CANDELARIA,LA CANDELARIA,0,0,Sin Asignaci¢n
5/7/2020,110010644701,FUNDACI?N ABOOD SHAIO,SUBA,LA FLORESTA,4,20,20.0%
5/7/2020,110011864201,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,LOS M?RTIRES,LA SABANA,5,17,29.4%
5/7/2020,110012688701,NATIONAL CLINICS CENTENARIO SAS,LOS M?RTIRES,LA SABANA,8,20,40.0%
5/7/2020,110010867901,SOCIEDAD DE CIRUG?A DE BOGOT? - HOSPITAL DE SAN JOSê,LOS M?RTIRES,LA SABANA,4,9,44.4%
5/7/2020,110013029101,UNIDAD DE SERVICIOS DE SALUD SIM?N BOL?VAR,USAQUêN,LA URIBE,4,47,8.5%
5/7/2020,110012427906,CENTRO HOSPITALARIO SAN NICOLAS,BARRIOS UNIDOS,LOS ALC?ZARES,0,0,Sin Asignaci¢n
5/7/2020,110010817160,COLSUBSIDIO CL?NICA 94,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
5/7/2020,110012084003,MIOCARDIO S.A.S CASTELLANA,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
5/7/2020,110013028902,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,SAN CRIST?BAL,LOS LIBERTADORES,2,6,33.3%
5/7/2020,110011693801,HOSPITAL MILITAR CENTRAL,CHAPINERO,PARDO RUBIO,0,28,0.0%
5/7/2020,110012311801,HOSPITAL CENTRAL POLIC?A NACIONAL,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,2,4,50.0%
5/7/2020,110012760501,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,1,32,3.1%
5/7/2020,110010917802,CENTRO POLICL?NICO DEL OLAYA,RAFAEL URIBE URIBE,QUIROGA,0,0,Sin Asignaci¢n
5/7/2020,110013028901,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,ANTONIO NARI•O,RESTREPO,11,38,28.9%
5/7/2020,110010413101,FUNDACI?N HOSPITAL SAN CARLOS,RAFAEL URIBE URIBE,SAN JOSê,25,32,78.1%
5/7/2020,110013187101,CL?NICA SANTA TERESITA DE NORMAND?A,ENGATIV?,SANTA CECILIA,0,0,Sin Asignaci¢n
5/7/2020,110012215003,CL?NICA MEDICAL S.A.S. SEDE SANTA JULIANA,LOS M?RTIRES,SANTA ISABEL,0,0,Sin Asignaci¢n
5/7/2020,110010568101,FUNDACI?N HOSPITAL DE LA MISERICORDIA,LOS M?RTIRES,SANTA ISABEL,0,0,Sin Asignaci¢n
5/7/2020,110010922401,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,SAN CRIST?BAL,SOSIEGO,0,0,Sin Asignaci¢n
5/7/2020,110010566801,HOSPITAL UNIVERSITARIO CL?NICA SAN RAFAEL,SAN CRIST?BAL,SOSIEGO,7,20,35.0%
5/7/2020,110010606501,INSTITUTO NACIONAL DE CANCEROLOG?A - EMPRESA SOCIAL DEL ESTADO,SAN CRIST?BAL,SOSIEGO,0,0,Sin Asignaci¢n
5/7/2020,110010752101,CL?NICA NUEVA,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
5/7/2020,110010895201,CL?NICA PALERMO,TEUSAQUILLO,TEUSAQUILLO,2,16,12.5%
5/7/2020,110010812003,GARCIA PEREZ MEDICA Y COMPA•IA SAS,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
5/7/2020,110011962901,INSTITUTO DEL CORAZ?N DE BOGOT?,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
5/7/2020,110010303101,NUEVA CL?NICA MAGDALENA,TEUSAQUILLO,TEUSAQUILLO,2,4,50.0%
5/7/2020,110013029601,Unidad de Servicios de Salud Occidente de Kennedy,KENNEDY,TIMIZA,8,9,88.9%
5/7/2020,110010911101,FUNDACI?N CARDIO INFANTIL INSTITUTO DE CARDIOLOG?A,USAQUêN,TOBER?N,15,26,57.7%
5/7/2020,110010910401,CL?NICA JUAN N CORPAS LTDA,SUBA,UPZ ZONA NORTE,2,1,200.0%
5/7/2020,110010561801,FUNDACI?N SANTA FE DE BOGOT?,USAQUêN,USAQUêN,1,16,6.3%
5/7/2020,110013390301,LOSCOBOS MEDICAL CENTER SAS - LOSCOBOS,USAQUêN,USAQUêN,0,12,0.0%
5/7/2020,110013029401,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,TUNJUELITO,VENECIA,15,26,57.7%
5/8/2020,110010966601,CL?NICA DEL OCCIDENTE S.A.,KENNEDY,AMêRICAS,9,10,90.0%
5/8/2020,110010822203,EUSALUD CL?NICA DE TRAUMATOLOG?A Y ORTOPEDIA,KENNEDY,AMêRICAS,4,4,100.0%
5/8/2020,110010918668,CL?NICA INFANTIL SANTA MAR?A DEL LAGO,ENGATIV?,BOYAC? REAL,6,9,66.7%
5/8/2020,110012507001,ADMINISTRADORA CL?NICA LA COLINA SAS,SUBA,CASA BLANCA SUBA,2,9,22.2%
5/8/2020,110010936101,CL?NICA DE MARLY,CHAPINERO,CHAPINERO,0,5,0.0%
5/8/2020,110010817102,CL?NICA INFANTIL COLSUBSIDIO,CHAPINERO,CHAPINERO,0,0,Sin Asignaci¢n
5/8/2020,110010945601,HOSPITAL UNIVERSITARIO SAN IGNACIO,CHAPINERO,CHAPINERO,3,8,37.5%
5/8/2020,110010817151,CL?NICA COLSUBSIDIO CALLE 100,CHAPINERO,CHIC? LAGO,1,11,9.1%
5/8/2020,110010793901,CL?NICA DE LA MUJER,CHAPINERO,CHIC? LAGO,0,0,Sin Asignaci¢n
5/8/2020,110010959901,CL?NICA DEL COUNTRY IPS,CHAPINERO,CHIC? LAGO,6,19,31.6%
5/8/2020,110012529701,CL?NICA LOS NOGALES SAS,CHAPINERO,CHIC? LAGO,5,10,50.0%
5/8/2020,110013502501,CL?NICA NUEVA EL LAGO S.A.S - SEDE CALLE 76,CHAPINERO,CHIC? LAGO,8,8,100.0%
5/8/2020,110010559735,Centro de Atenci¢n en Salud Cafam Cl°nica Calle 93,CHAPINERO,CHIC? LAGO,5,11,45.5%
5/8/2020,110012337101,CL?NICA VIP CENTRO DE MEDICINA INTERNACIONAL,CHAPINERO,CHIC? LAGO,0,0,Sin Asignaci¢n
5/8/2020,110010918630,CL?NICA UNIVERSITARIA COLOMBIA,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,7,23,30.4%
5/8/2020,110010918608,CL?NICA REINA SOFIA,USAQUêN,COUNTRY CLUB,0,0,Sin Asignaci¢n
5/8/2020,110011613301,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,BARRIOS UNIDOS,DOCE DE OCTUBRE,5,8,62.5%
5/8/2020,110013029625,Unidad de Servicios de Salud Fontib¢n,FONTIB?N,FONTIB?N,6,6,100.0%
5/8/2020,110010559702,CENTRO DE ATENCI?N EN SALUD CAFAM CL?NICA,TEUSAQUILLO,GALER?AS,0,0,Sin Asignaci¢n
5/8/2020,110010817103,CL?NICA COLSUBSIDIO CIUDAD ROMA,KENNEDY,KENNEDY CENTRAL,11,15,73.3%
5/8/2020,110012215001,CL?NICA MEDICAL S.A.S. PROINFO,KENNEDY,KENNEDY CENTRAL,2,8,25.0%
5/8/2020,110010825801,INSTITUTO DE ORTOPEDIA INFANTIL ROOSEVELT,LA CANDELARIA,LA CANDELARIA,0,0,Sin Asignaci¢n
5/8/2020,110010644701,FUNDACI?N ABOOD SHAIO,SUBA,LA FLORESTA,4,20,20.0%
5/8/2020,110011864201,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,LOS M?RTIRES,LA SABANA,6,17,35.3%
5/8/2020,110012688701,NATIONAL CLINICS CENTENARIO SAS,LOS M?RTIRES,LA SABANA,7,20,35.0%
5/8/2020,110010867901,SOCIEDAD DE CIRUG?A DE BOGOT? - HOSPITAL DE SAN JOSê,LOS M?RTIRES,LA SABANA,2,9,22.2%
5/8/2020,110013029101,UNIDAD DE SERVICIOS DE SALUD SIM?N BOL?VAR,USAQUêN,LA URIBE,4,47,8.5%
5/8/2020,110012427906,CENTRO HOSPITALARIO SAN NICOLAS,BARRIOS UNIDOS,LOS ALC?ZARES,0,0,Sin Asignaci¢n
5/8/2020,110010817160,COLSUBSIDIO CL?NICA 94,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
5/8/2020,110012084003,MIOCARDIO S.A.S CASTELLANA,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
5/8/2020,110013028902,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,SAN CRIST?BAL,LOS LIBERTADORES,2,6,33.3%
5/8/2020,110011693801,HOSPITAL MILITAR CENTRAL,CHAPINERO,PARDO RUBIO,3,28,10.7%
5/8/2020,110012311801,HOSPITAL CENTRAL POLIC?A NACIONAL,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,1,4,25.0%
5/8/2020,110012760501,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,1,32,3.1%
5/8/2020,110010917802,CENTRO POLICL?NICO DEL OLAYA,RAFAEL URIBE URIBE,QUIROGA,0,0,Sin Asignaci¢n
5/8/2020,110013028901,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,ANTONIO NARI•O,RESTREPO,16,38,42.1%
5/8/2020,110010413101,FUNDACI?N HOSPITAL SAN CARLOS,RAFAEL URIBE URIBE,SAN JOSê,24,32,75.0%
5/8/2020,110013187101,CL?NICA SANTA TERESITA DE NORMAND?A,ENGATIV?,SANTA CECILIA,0,0,Sin Asignaci¢n
5/8/2020,110012215003,CL?NICA MEDICAL S.A.S. SEDE SANTA JULIANA,LOS M?RTIRES,SANTA ISABEL,0,0,Sin Asignaci¢n
5/8/2020,110010568101,FUNDACI?N HOSPITAL DE LA MISERICORDIA,LOS M?RTIRES,SANTA ISABEL,0,0,Sin Asignaci¢n
5/8/2020,110010922401,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,SAN CRIST?BAL,SOSIEGO,0,0,Sin Asignaci¢n
5/8/2020,110010566801,HOSPITAL UNIVERSITARIO CL?NICA SAN RAFAEL,SAN CRIST?BAL,SOSIEGO,8,20,40.0%
5/8/2020,110010606501,INSTITUTO NACIONAL DE CANCEROLOG?A - EMPRESA SOCIAL DEL ESTADO,SAN CRIST?BAL,SOSIEGO,0,0,Sin Asignaci¢n
5/8/2020,110010752101,CL?NICA NUEVA,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
5/8/2020,110010895201,CL?NICA PALERMO,TEUSAQUILLO,TEUSAQUILLO,1,16,6.3%
5/8/2020,110010812003,GARCIA PEREZ MEDICA Y COMPA•IA SAS,TEUSAQUILLO,TEUSAQUILLO,5,5,100.0%
5/8/2020,110011962901,INSTITUTO DEL CORAZ?N DE BOGOT?,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
5/8/2020,110010303101,NUEVA CL?NICA MAGDALENA,TEUSAQUILLO,TEUSAQUILLO,0,4,0.0%
5/8/2020,110013029601,Unidad de Servicios de Salud Occidente de Kennedy,KENNEDY,TIMIZA,8,9,88.9%
5/8/2020,110010911101,FUNDACI?N CARDIO INFANTIL INSTITUTO DE CARDIOLOG?A,USAQUêN,TOBER?N,15,27,55.6%
5/8/2020,110010910401,CL?NICA JUAN N CORPAS LTDA,SUBA,UPZ ZONA NORTE,2,1,200.0%
5/8/2020,110010561801,FUNDACI?N SANTA FE DE BOGOT?,USAQUêN,USAQUêN,2,16,12.5%
5/8/2020,110013390301,LOSCOBOS MEDICAL CENTER SAS - LOSCOBOS,USAQUêN,USAQUêN,0,12,0.0%
5/8/2020,110013029401,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,TUNJUELITO,VENECIA,17,26,65.4%
5/9/2020,110010966601,CL?NICA DEL OCCIDENTE S.A.,KENNEDY,AMêRICAS,16,20,80.0%
5/9/2020,110010822203,EUSALUD CL?NICA DE TRAUMATOLOG?A Y ORTOPEDIA,KENNEDY,AMêRICAS,5,5,100.0%
5/9/2020,110010918668,CL?NICA INFANTIL SANTA MAR?A DEL LAGO,ENGATIV?,BOYAC? REAL,6,9,66.7%
5/9/2020,110012507001,ADMINISTRADORA CL?NICA LA COLINA SAS,SUBA,CASA BLANCA SUBA,1,9,11.1%
5/9/2020,110010936101,CL?NICA DE MARLY,CHAPINERO,CHAPINERO,0,5,0.0%
5/9/2020,110010817102,CL?NICA INFANTIL COLSUBSIDIO,CHAPINERO,CHAPINERO,0,0,Sin Asignaci¢n
5/9/2020,110010945601,HOSPITAL UNIVERSITARIO SAN IGNACIO,CHAPINERO,CHAPINERO,1,8,12.5%
5/9/2020,110010817151,CL?NICA COLSUBSIDIO CALLE 100,CHAPINERO,CHIC? LAGO,1,11,9.1%
5/9/2020,110010793901,CL?NICA DE LA MUJER,CHAPINERO,CHIC? LAGO,0,0,Sin Asignaci¢n
5/9/2020,110010959901,CL?NICA DEL COUNTRY IPS,CHAPINERO,CHIC? LAGO,6,19,31.6%
5/9/2020,110012529701,CL?NICA LOS NOGALES SAS,CHAPINERO,CHIC? LAGO,4,10,40.0%
5/9/2020,110013502501,CL?NICA NUEVA EL LAGO S.A.S - SEDE CALLE 76,CHAPINERO,CHIC? LAGO,10,10,100.0%
5/9/2020,110010559735,Centro de Atenci¢n en Salud Cafam Cl°nica Calle 93,CHAPINERO,CHIC? LAGO,3,11,27.3%
5/9/2020,110012337101,CL?NICA VIP CENTRO DE MEDICINA INTERNACIONAL,CHAPINERO,CHIC? LAGO,0,0,Sin Asignaci¢n
5/9/2020,110010918630,CL?NICA UNIVERSITARIA COLOMBIA,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,5,23,21.7%
5/9/2020,110011613301,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,BARRIOS UNIDOS,DOCE DE OCTUBRE,4,8,50.0%
5/9/2020,110013029625,Unidad de Servicios de Salud Fontib¢n,FONTIB?N,FONTIB?N,6,6,100.0%
5/9/2020,110010559702,CENTRO DE ATENCI?N EN SALUD CAFAM CL?NICA,TEUSAQUILLO,GALER?AS,0,0,Sin Asignaci¢n
5/9/2020,110010817103,CL?NICA COLSUBSIDIO CIUDAD ROMA,KENNEDY,KENNEDY CENTRAL,12,15,80.0%
5/9/2020,110012215001,CL?NICA MEDICAL S.A.S. PROINFO,KENNEDY,KENNEDY CENTRAL,1,8,12.5%
5/9/2020,110010825801,INSTITUTO DE ORTOPEDIA INFANTIL ROOSEVELT,LA CANDELARIA,LA CANDELARIA,0,0,Sin Asignaci¢n
5/9/2020,110010644701,FUNDACI?N ABOOD SHAIO,SUBA,LA FLORESTA,3,20,15.0%
5/9/2020,110011864201,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,LOS M?RTIRES,LA SABANA,6,17,35.3%
5/9/2020,110012688701,NATIONAL CLINICS CENTENARIO SAS,LOS M?RTIRES,LA SABANA,8,20,40.0%
5/9/2020,110010867901,SOCIEDAD DE CIRUG?A DE BOGOT? - HOSPITAL DE SAN JOSê,LOS M?RTIRES,LA SABANA,5,9,55.6%
5/9/2020,110013029101,UNIDAD DE SERVICIOS DE SALUD SIM?N BOL?VAR,USAQUêN,LA URIBE,5,47,10.6%
5/9/2020,110010817160,COLSUBSIDIO CL?NICA 94,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
5/9/2020,110012084003,MIOCARDIO S.A.S CASTELLANA,BARRIOS UNIDOS,LOS ANDES,0,0,Sin Asignaci¢n
5/9/2020,110013028902,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,SAN CRIST?BAL,LOS LIBERTADORES,1,6,16.7%
5/9/2020,110011693801,HOSPITAL MILITAR CENTRAL,CHAPINERO,PARDO RUBIO,5,28,17.9%
5/9/2020,110012311801,HOSPITAL CENTRAL POLIC?A NACIONAL,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,1,4,25.0%
5/9/2020,110012760501,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,TEUSAQUILLO,PARQUE SIM?N BOL?VAR,1,32,3.1%
5/9/2020,110010917802,CENTRO POLICL?NICO DEL OLAYA,RAFAEL URIBE URIBE,QUIROGA,0,0,Sin Asignaci¢n
5/9/2020,110013028901,UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,ANTONIO NARI•O,RESTREPO,12,38,31.6%
5/9/2020,110010413101,FUNDACI?N HOSPITAL SAN CARLOS,RAFAEL URIBE URIBE,SAN JOSê,5,32,15.6%
5/9/2020,110013187101,CL?NICA SANTA TERESITA DE NORMAND?A,ENGATIV?,SANTA CECILIA,0,0,Sin Asignaci¢n
5/9/2020,110012215003,CL?NICA MEDICAL S.A.S. SEDE SANTA JULIANA,LOS M?RTIRES,SANTA ISABEL,0,0,Sin Asignaci¢n
5/9/2020,110010568101,FUNDACI?N HOSPITAL DE LA MISERICORDIA,LOS M?RTIRES,SANTA ISABEL,0,0,Sin Asignaci¢n
5/9/2020,110010922401,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,SAN CRIST?BAL,SOSIEGO,0,0,Sin Asignaci¢n
5/9/2020,110010566801,HOSPITAL UNIVERSITARIO CL?NICA SAN RAFAEL,SAN CRIST?BAL,SOSIEGO,10,20,50.0%
5/9/2020,110010606501,INSTITUTO NACIONAL DE CANCEROLOG?A - EMPRESA SOCIAL DEL ESTADO,SAN CRIST?BAL,SOSIEGO,0,0,Sin Asignaci¢n
5/9/2020,110010752101,CL?NICA NUEVA,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
5/9/2020,110010895201,CL?NICA PALERMO,TEUSAQUILLO,TEUSAQUILLO,1,16,6.3%
5/9/2020,110010812003,GARCIA PEREZ MEDICA Y COMPA•IA SAS,TEUSAQUILLO,TEUSAQUILLO,0,5,0.0%
5/9/2020,110011962901,INSTITUTO DEL CORAZ?N DE BOGOT?,TEUSAQUILLO,TEUSAQUILLO,0,0,Sin Asignaci¢n
5/9/2020,110010303101,NUEVA CL?NICA MAGDALENA,TEUSAQUILLO,TEUSAQUILLO,0,4,0.0%
5/9/2020,110013029601,Unidad de Servicios de Salud Occidente de Kennedy,KENNEDY,TIMIZA,9,9,100.0%
5/9/2020,110010911101,FUNDACI?N CARDIO INFANTIL INSTITUTO DE CARDIOLOG?A,USAQUêN,TOBER?N,15,26,57.7%
5/9/2020,110010910401,CL?NICA JUAN N CORPAS LTDA,SUBA,UPZ ZONA NORTE,1,1,100.0%
5/9/2020,110010561801,FUNDACI?N SANTA FE DE BOGOT?,USAQUêN,USAQUêN,1,16,6.3%
5/9/2020,110013390301,LOSCOBOS MEDICAL CENTER SAS - LOSCOBOS,USAQUêN,USAQUêN,0,12,0.0%
5/9/2020,110013029401,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,TUNJUELITO,VENECIA,17,26,65.4%
5/10/2020,110010966601,CL?NICA DEL OCCIDENTE S.A.,KENNEDY,AMêRICAS,20,20,100.0%
5/10/2020,110010822203,EUSALUD CL?NICA DE TRAUMATOLOG?A Y ORTOPEDIA,KENNEDY,AMêRICAS,4,4,100.0%
5/10/2020,110010918668,CL?NICA INFANTIL SANTA MAR?A DEL LAGO,ENGATIV?,BOYAC? REAL,5,9,55.6%
5/10/2020,110012507001,ADMINISTRADORA CL?NICA LA COLINA SAS,SUBA,CASA BLANCA SUBA,1,9,11.1%
5/10/2020,110010936101,CL?NICA DE MARLY,CHAPINERO,CHAPINERO,0,5,0.0%
5/10/2020,110010817102,CL?NICA INFANTIL COLSUBSIDIO,CHAPINERO,CHAPINERO,0,0,Sin Asignaci¢n
5/10/2020,110010945601,HOSPITAL UNIVERSITARIO SAN IGNACIO,CHAPINERO,CHAPINERO,2,8,25.0%
5/10/2020,110010817151,CL?NICA COLSUBSIDIO CALLE 100,CHAPINERO,CHIC? LAGO,1,11,9.1%
5/10/2020,110010793901,CL?NICA DE LA MUJER,CHAPINERO,CHIC? LAGO,0,0,Sin Asignaci¢n
5/10/2020,110010959901,CL?NICA DEL COUNTRY IPS,CHAPINERO,CHIC? LAGO,7,19,36.8%
5/10/2020,110012529701,CL?NICA LOS NOGALES SAS,CHAPINERO,CHIC? LAGO,3,10,30.0%
5/10/2020,110013502501,CL?NICA NUEVA EL LAGO S.A.S - SEDE CALLE 76,CHAPINERO,CHIC? LAGO,10,10,100.0%
5/10/2020,110010559735,Centro de Atenci¢n en Salud Cafam Cl°nica Calle 93,CHAPINERO,CHIC? LAGO,6,11,54.5%
5/10/2020,110012337101,CL?NICA VIP CENTRO DE MEDICINA INTERNACIONAL,CHAPINERO,CHIC? LAGO,0,0,Sin Asignaci¢n
5/10/2020,110010918630,CL?NICA UNIVERSITARIA COLOMBIA,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,5,23,21.7%
